# RTTI index for eldenring.exe (imagebase 0x140000000)
# vtable_rva	td_rva	ctor_rvas	mangled_name   (RVAs are er_base-relative)
0x30bbdf8	0x3d44ad8	0x1f339d0,0x1f33960,0x1f33b60	.?AVDLPlainEventSignal@DLKR@@
0x30b2740	0x3d42c60	0x1ed61a0,0x1ed6150,0x1ed62a0	.?AVDLPlainLightMutex@DLKR@@
0x30bc8f8	0x3d44c78	0x1f359b0	.?AVDLPlainMultiThreadAccessChecker@DLKR@@
0x30b46e0	0x3d42f38	0x1f0a850,0x1f0aa10,0x1f0a7e0	.?AVDLPlainMutex@DLKR@@
0x30b4bf0	0x3d42f98	0x1f0c080,0x1f0bbc0,0x1f0bae0	.?AVDLPlainReadWriteLock@DLKR@@
0x30bbb88	0x3d44aa8	0x1f33200,0x1f33450,0x1f33120	.?AVDLPlainSemaphore@DLKR@@
0x30bb4e8	0x3d449b0	0x1f315c0,0x1f317b0,0x1f31630	.?AVDLPlainSingleSignal@DLKR@@
0x30b4558	0x3d42f08	0x1f09230	.?AVDLPlainSpinLock@DLKR@@
0x30c6c38	0x3d46310	0x1f58e20,0x1f58d70	.?AVDLPollingStrategy@Strategy@DLLG@@
0x30bcb60	0x3d5abe8	0x1f35f30	.?AVDLPseudoAsyncInputStream@DLIO@@
0x30bcbd0	0x3d420b0	0x1f36010	.?AVDLPseudoAsyncOutputStream@DLIO@@
0x29cd8d8	0x3c63c00	0x27faf0,0xd7a020,0x3fa18f,0x6fa3d0,0xc769c0,0xe73380	.?AVDLRawStr@DLTX@@
0x30b3568	0x3d42d78	0x1ee05c0,0x1ee0590,0x1edfdd0	.?AVDLReader@DLIO@@
0x30c2958	0x3d45250	0x1f43480,0x1f42dc0,0x1f43410	.?AVDLRealtimeServiceManager@DLSY@@
0x30c2998	0x3d45288	0x1f42dc0,0x5829973	.?AVDLRealtimeServiceManagerImpl@DLSYD@@
0x29ce1d8	0x3c63f28	0x77d8a0,0x976b10,0x976d10,0xd75060,0x6f0e00,0xd706d0	.?AVDLReferenceCountObject@DLUT@@
0x30d3110	0x3d48610	0x1fa1900,0x1fa14f0	.?AVDLRegistryImpl@DLUP@@
0x30d0018	0x3d48208	0x1fc49d0,0x1fc4960,0x1fc48d0,0x1fc4870,0x1fc4a60,0x1f919d0	.?AVDLResourceFileHandle@DLRS@@
0x30d77f0	0x3d498e0	0x1fc49d0,0x1fc4960,0x1fc48d0,0x1fc4870,0x1fc4a60	.?AVDLResourceFileLoadEvent@DLRS@@
0x30d0048	0x3d48238	0x1f91030,0x1f90290	.?AVDLResourceFileLoadEventQueue@DLRS@@
0x30d0030	0x3d482a8	0x1f927e0,0x1f91870,0x1f910d0,0x1f91280	.?AVDLResourceFileRequest@DLRS@@
0x30d7760	0x3d481a8	0x1fc4570,0x1fc4530,0x1fc44b0,0x1fc46f0	.?AVDLResourceHandle@DLRS@@
0x30d26b8	0x3d48580	0x1fa0bf0,0x1fa0bc0	.?AVDLResourceInterpreter@DLRS@@
0x30d7c20	0x3d48390	0x1fc6130,0x1fc6090,0x1fc6030,0x1fc6000,0x1fc5fd0	.?AVDLResourceLoadEvent@DLRS@@
0x30d7850	0x3d48270	0x1fc4b80,0x1fc4c50,0x1fc4b20	.?AVDLResourceLoadEventQueue@DLRS@@
0x30d0000	0x3d481d8	0x1f9aac0,0x1f9a490,0x1f99510,0x1f994a0,0x1f98c00,0x1f96970	.?AVDLResourceRequest@DLRS@@
0x30d0680	0x3d48320	0x1fc6230,0x1fc5d20,0x1f94930,0x1f94770,0x1f94650,0x1f939e0	.?AVDLResourceStreamHandle@DLRS@@
0x30d06b0	0x3d48358	0x1fc61b0,0x1fc6160,0x1fc6230,0x1f94650	.?AVDLResourceStreamLoadEvent@DLRS@@
0x30d06c0	0x3d482e0	0x1f93920,0x1f92e80	.?AVDLResourceStreamLoadEventQueue@DLRS@@
0x30d0698	0x3d483c0	0x1f945c0,0x1f94520,0x1f939e0	.?AVDLResourceStreamRequest@DLRS@@
0x30a7bd0	0x3d423f8	0x1eb4480	.?AVDLRijndaelAlgorithm@AES@DLCR@@
0x29cf0a8	0x3d5a508	0x1f7e130,0xe721c0,0xe72230,0x1f6f700,0x1ebe30,0xe5f590	.?AVDLRunnable@DLKR@@
0x30b23a0	0x3d42c08	0x1ed1050,0x1ed1200,0x1ece610	.?AVDLRuntime@DLSY@@
0x30af920	0x3c62a18	0x1ec09b0,0x1ec0f60	.?AVDLRuntimeClass@DLRF@@
0x2a5f5b8	0x3c86470	0x20fd9c0,0x1f5a980,0x1f5a5f0,0x209c770,0x209c430,0x2097ba0	.?AVDLRuntimeConstructionContext@DLRF@@
0x30b2468	0x3d42c30	0x1ece430,0x1ece610	.?AVDLRuntimeImpl@DLSY@@
0x2ac18d0	0x3ca3f90	0x11787fd,0xd647f0,0x56db440,0x262deb0,0x262df70,0x262dd90	.?AVDLSaxEventListener@DLUT@@
0x30e6e48	0x3d4a1e8	0x5bb8788	.?AVDLScriptDebugger@DLLU@@
0x30e6d80	0x3d4a0f0	0x203ea60	.?AVDLScriptEngine@DLLU@@
0x30b7f70	0x3d43cc0	0x1f21be0	.?AVDLSdMemoryStreamReader@DLXmlParser@DLUT@@
0x30b7f88	0x3d43d00	0x1f21be0,0x1f21d00,0x1f21700,0x1f216b0	.?AVDLSdSimpleListener@DLXmlParser@DLUT@@
0x29d9628	0x3c66480	0x67bd70,0x67b290,0xcd9ea0,0xcbc310,0x82c240,0x82ab20	.?AVDLSeekableInputStream@DLIO@@
0x29d3798	0x3c64df0	0x67dc00,0x1fd230,0x67b940,0x67bc10,0x67b570,0xe74db0	.?AVDLSeekableOutputStream@DLIO@@
0x30da628	0x3d49ad8	0x1fd4990,0x1fd4a40,0x1fd4910	.?AVDLSerialCipherKey@DLCR@@
0x30d3420	0x3d486a0	0x1fa5950	.?AVDLSerialKeyGeneratorSPI@DLCR@@
0x326ffb0	0x3d59658	0x2624f00,0x2624dd0	.?AVDLSerializeLightArchiver@DLSL@@
0x326fde8	0x3d59620	0x2624d90,0x2623850,0x2623890	.?AVDLSerializeLightLoader@DLSL@@
0x3271220	0x3d59740	0x262bae0,0x262bb10,0x262bd80	.?AVDLSerializer@DLSZ@@
0x30c5a10	0x3d45af8	0x1f530f0	.?AVDLSimpleLayout@DLLG@@
0x30be248	0x3d44ff0	0x1f3ecd0,0x1f3ef30,0x1f3ef00,0x1f3e7f0	.?AVDLStdInputStream@DLSY@@
0x30be348	0x3d45118	0x1f3ef30,0x1f3e7f0,0x1f3e790	.?AVDLStdInputStreamImpl@DLSY@@
0x30c4cf0	0x3d45850	0x1f52690,0x1f52650	.?AVDLStdOutAppender@DLLG@@
0x30bdd68	0x3d44df0	0x1f3d160,0x1f3d510,0x1f3d6d0,0x1f3d6a0	.?AVDLStdOutputStream@DLSY@@
0x30bde58	0x3d44ec0	0x1f3d160,0x1f3d100,0x1f3d6d0	.?AVDLStdOutputStreamImpl@DLSY@@
0x30da848	0x3d49b38	0x1fd4da0	.?AVDLStreamDomainDecorator@DLIO@@
0x29c8690	0x3c62aa0	0x1f7b240,0x19f6030,0x19f5d60,0xb6af70,0x1b62100,0x1b62790	.?AVDLTemporaryHeap@DLKR@@
0x30b2a80	0x3d42c90	0x1ed70a0,0x1ed6dc0,0x1ed6c00,0x1ed6f30,0x1ed6a80,0x1ed68f0	.?AVDLThread@DLKR@@
0x30b2b10	0x3d42cb8	0x1ed73b0,0x1ed7360,0x1ed74b0	.?AVDLThreadMessage@DLKR@@
0x30d3b88	0x3d48a38	0x1fa7d20,0x1fa7c10	.?AVDLUserInputADConverter@DLUI@@
0x30c7e90	0x3d46470	0x1f62890,0x1f62820	.?AVDLUserInputADConverterSetting@DLUI@@
0x30d41f0	0x3d48e08	0x1faa380,0x1faa270	.?AVDLUserInputDAConverter@DLUI@@
0x30c8360	0x3d46688	0x1f63ea0,0x1f63e30	.?AVDLUserInputDAConverterSetting@DLUI@@
0x30b9cc0	0x3d442e8	0x1f2ac90,0x1f2ac60,0x1f2ac10	.?AVDLUserInputDeviceOutputInterface@DLUID@@
0x30b9cd8	0x3d44328	0x1f2abe0	.?AVDLUserInputDeviceRumbleInterface@DLUI@@
0x30d44c0	0x3d48f40	0x1fab620,0x1fab510	.?AVDLUserInputDirectConverter@DLUI@@
0x30c8488	0x3d46730	0x1f641a0,0x1f64130	.?AVDLUserInputDirectConverterSetting@DLUI@@
0x30c97a8	0x3d47860	0x1f69fc0,0x1f69ea0	.?AVDLUserInputHoldDetector@DLUI@@
0x30b8c10	0x3d44030	0x1f279b0,0x1f278d0	.?AVDLUserInputHoldDetectorSetting@DLUI@@
0x30d4570	0x3d47018	0x1fabcc0,0x1fabcd0,0x1fabcb0	.?AVDLUserInputMappingContext@DLUI@@
0x30d3ec8	0x3d48c68	0x1fa92d0	.?AVDLUserInputPhysicalAnalogModifier@DLUI@@
0x30c81e0	0x3d46560	0x1f62dc0,0x1f62c20	.?AVDLUserInputPhysicalAnalogModifierSetting@DLUI@@
0x30c9330	0x3d472c0	0x1f68660,0x1f68540	.?AVDLUserInputPressDetector@DLUI@@
0x30b8828	0x3d43df0	0x1f26540,0x1f26460	.?AVDLUserInputPressDetectorSetting@DLUI@@
0x30c99d8	0x3d479d0	0x1f6aa30,0x1f6a980	.?AVDLUserInputRepeatDetector@DLUI@@
0x30b8dd8	0x3d44130	0x1f27de0,0x1f27d00	.?AVDLUserInputRepeatDetectorSetting@DLUI@@
0x30c9528	0x3d475a8	0x1f69470,0x1f69390	.?AVDLUserInputSuppressor@DLUI@@
0x30b8a58	0x3d43f30	0x1f26fc0,0x1f26ee0	.?AVDLUserInputSuppressorSetting@DLUI@@
0x30d3e80	0x3d48c28	0x1fa9310,0x1fa9220	.?AVDLUserInputVirtualAnalogModifier@DLUI@@
0x30c81b8	0x3d46510	0x1f62e30,0x1f62cb0	.?AVDLUserInputVirtualAnalogModifierSetting@DLUI@@
0x2bf7318	0x3d09b58	0xe6d8e0,0xe6d890,0xe6d880,0xe6d850,0x1fa1900,0x1fa18f0	.?AVDLUserPreferenceNotifyListener@DLUP@@
0x30b7ee8	0x3d43c50	0x1f21310,0x1f212e0,0x1f211b0	.?AVDLUserPreferenceNotifyService@DLUP@@
0x30c4488	0x3d45468	0x1f4eeb0,0x1f4ee50	.?AVDLUserPreferenceNotifyServiceImpl@DLUP@@
0x30b3b00	0x3d42dd0	0x1ee0bd0,0x1ee0d50	.?AVDLUserPreferenceService@DLUP@@
0x30cbe38	0x3d47ee0	-	.?AVDLWin32DialogAssertHandler@DLSY@@
0x30cbe50	0x3d47ee0	-	.?AVDLWin32DialogAssertHandler@DLSY@@
0x30b4fe0	0x3d42e70	0x4df832c,0x5c71f71,0x1f520e0,0x1f52070,0x1f51a40,0x1f0f380	.?AVDLWriter@DLIO@@
0x30baf58	0x3d09830	0x1f30cb0,0x1f30c70	.?AVDLWriterAppender@DLLG@@
0x3271248	0x3d59768	0x262ba90	.?AVDLXMLSerializer@DLSZD@@
0x3273278	0x3d59830	0x262dd90,0x262dbf0	.?AVDLXmlArchiveLoader@DLSZD@@
0x3274148	0x3d59918	0x2630cd0,0x2630bf0	.?AVDLXmlArchiveSaver@DLSZD@@
0x2a43308	0x3c80c20	0x5252357,0x4c9500	.?AVDbgMenuChrAsm@CS@@
0x2bd4bf0	0x3d055d0	0x53078c9	.?AVDbgMenuCircleOKKeyAssign@FD4@@
0x2bd4c30	0x3d05648	0x4d218e9	.?AVDbgMenuCrossOKKeyAssign@FD4@@
0x2d53760	0x3d14aa0	0x27179e6	.?AVDbgMessage@NetworkDebuggerUtils@hks@hkbInternal@@
0x2bd5a58	0x3d05a90	0x56cd1a3,0x794e41	.?AVDbgRemoteStep@CS@@
0x29d6b78	0x3c65ba0	0x20b710,0x20b7c0	.?AVDdsFileCap@CS@@
0x2a4a470	0x3c81f60	0x4f2e80	.?AVDeadChrFinder@?1??ActivityOfDeadTargetSearch_ApplyActivityOfDead@SpecialEffect@CS@@QEAAXXZ@
0x30e72f8	0x3d4a680	0x51f2e94,0x4ec602d	.?AVDebugThreadRunner@?$DLLuaDebugger@UDLLuaVersionTag50@DLLU@@@DLLU@@
0x2d533c0	0x3d14938	0x9dfc8d,0x534a787	.?AVDebugger@hks@hkbInternal@@
0x2bbb1e0	0x3d00eb8	0xd6fb20	.?AVDecomprSupportBase@GFx@Scaleform@@
0x329e138	0x3d5a738	0x26ebb10	.?AVDecompressThread@DLCR2D@@
0x329e598	0x3d5ab88	0x1a9470,0x1a9550	.?AVDecompressor@DLCR2D@@
0x29c8f70	0x3c63150	0x1b8eb0,0x591d168	.?AVDefaultAcquireInterface@Scaleform@@
0x3268a48	0x3d551d0	0x25722d0,0x2571ec0,0x2570930	.?AVDefaultBoundaryGatherer@hkaiCollisionAvoidance@@
0x30c4348	0x3d45430	0x1f4c3f0	.?AVDefaultInterpreterFactory@DLRS@@
0x2be12b8	0x3d08018	0x56acd2c	.?AVDefaultKeyAssign@CS@@
0x2db9b28	0x3d1a4d8	-	.?AVDefaultTypeCallbackType@?A0xbab23641@@
0x2ae7600	0x3cb55f0	0x8c2c30,0x8c2b60	.?AVDelayGaugeBarViewParts@CS@@
0x2ae76c0	0x3cb5650	0x8c2fe0,0x8c2ed0	.?AVDelayGaugeViewParts@CS@@
0x2aebba0	0x3cb6a10	0x8d54a0	.?AVDepositoryDialog@CS@@
0x2dc14a0	0x3d1cd00	0x17132e0	.?AVDescriptionCB@VersionedTypeBuilder@hkSerialize@@
0x3273208	0x3d59860	0x262deb0,0x262df70,0x262dd90,0x262dd00	.?AVDeserialSaxEventListener@DLXmlArchiveLoader@DLSZD@@
0x2b03698	0x3cc62a0	0x927fa0	.?AVDetailKeyGuideDialog@CS@@
0x2b1f2d0	0x3cd6f50	0x994eb0,0x994940	.?AVDetailStatusViewParts@CS@@
0x2b1f260	0x3cd6fd0	0x9950c0,0x994c20	.?AVDetailTextDialogHolder@DetailStatusViewParts@CS@@
0x30306e8	0x3d2e6f0	0x1b22f40	.?AVDeviceSetter@?6???$_RenderLights@VGXDrawPointLight@GXSR@@$03@GXLightingSystem@GXSR@@QEAAXAEAVGXExecContext@GXBS@@AEBV?$DLVector@PEBVGXDrawPointLight@GXSR@@UDLConsecutiveMemoryContainerTraits@DLUT@@@DLUT@@QEAPEAVGXPixelShader@4@@Z@
0x3030720	0x3d2e7f0	0x1b232a0	.?AVDeviceSetter@?6???$_RenderLights@VGXDrawPointLight@GXSR@@$0M@@GXLightingSystem@GXSR@@QEAAXAEAVGXExecContext@GXBS@@AEBV?$DLVector@PEBVGXDrawPointLight@GXSR@@UDLConsecutiveMemoryContainerTraits@DLUT@@@DLUT@@QEAPEAVGXPixelShader@4@@Z@
0x3030758	0x3d2e8f0	0x1b23600	.?AVDeviceSetter@?6???$_RenderLights@VGXDrawSpotLight@GXSR@@$03@GXLightingSystem@GXSR@@QEAAXAEAVGXExecContext@GXBS@@AEBV?$DLVector@PEBVGXDrawSpotLight@GXSR@@UDLConsecutiveMemoryContainerTraits@DLUT@@@DLUT@@QEAPEAVGXPixelShader@4@@Z@
0x3030678	0x3d2e4c0	0x1b23960	.?AVDeviceSetter@?6???$_RenderShapeLights@VGXDrawPointLight@GXSR@@@GXLightingSystem@GXSR@@QEAAXAEAVGXExecContext@GXBS@@AEBV?$DLVector@PEBVGXDrawPointLight@GXSR@@UDLConsecutiveMemoryContainerTraits@DLUT@@@DLUT@@AEAVGXShapeMesh@12@PEAVGXPixel
0x30306b0	0x3d2e5e0	0x1b23cb0	.?AVDeviceSetter@?6???$_RenderShapeLights@VGXDrawSpotLight@GXSR@@@GXLightingSystem@GXSR@@QEAAXAEAVGXExecContext@GXBS@@AEBV?$DLVector@PEBVGXDrawSpotLight@GXSR@@UDLConsecutiveMemoryContainerTraits@DLUT@@@DLUT@@AEAVGXShapeMesh@12@PEAVGXPixelSh
0x30f5a58	0x3d4f190	0x20ae200,0x20add60,0x20add20	.?AVDisconnectedEventManager@FsrmiWrapper@@
0x2ae8988	0x3cb5b40	0x8c75b0,0x8c6600,0x8c6640,0x8c5630	.?AVDispTimerControl@CS@@
0x2ae7810	0x3cb5680	0x8c6640,0x8c37a0,0x8c3730,0x8c3350	.?AVDistViewViewParts@CS@@
0x2a4cd00	0x3c82588	0x51c9e0,0x51cbb0	.?AVDmgHitRecordManImp@CS@@
0x2b74570	0x3cf3248	0xb772c0,0xb77460	.?AVDpoRepositoryImp@CS@@
0x2b74758	0x3cf3348	0xb77b90,0xb77b00	.?AVDpoResCap@CS@@
0x305af58	0x3d34128	0x1c9b500,0x1c9b6e0	.?AVDrawPass@GXFfxUpdater@I@GXFFX@@
0x2d6be38	0x3d156c0	0x151f550	.?AVDummyAiDriver@@
0x2ad43f0	0x3cab628	0x96d4c0	.?AVDummyPropertyController@CS@@
0x2cdb9c0	0x3d0cd90	0x12ea560	.?AVDummyQueryMediator@?A0x423be085@hkaiNavMeshErosion@@
0x2d0a6d0	0x3d0f338	0x13a6440	.?AVDynVolumeAabbQuery@@
0x2d0a6b8	0x3d0f300	0x13a61f0	.?AVDynVolumeClosestPointCollector@@
0x30d46a0	0x3d48fd8	0x1fabd80,0x1fabd50,0x1fabd00	.?AVDynamicBitset@DLUID@@
0x31581f8	0x3d4fdf0	0x2324e00,0x2324d90	.?AVEblFileOperator@DLMOW@@
0x2a5ad18	0x3c850f8	0x576b90	.?AVEcTestActionButtonRegion@CS@@
0x2a5ad90	0x3c85130	0x577010	.?AVEcTestAnimPlaying@CS@@
0x2a5ae10	0x3c85160	0x5772a0	.?AVEcTestBattleRoyalCompareResult@CS@@
0x2a5ae88	0x3c85198	0x5774c0	.?AVEcTestBattleRoyalCompareScore@CS@@
0x2a5af58	0x3c851d0	0x5775f0,0x577670,0x577620	.?AVEcTestCeremonyId@CS@@
0x2a5afd8	0x3c85200	0x577860	.?AVEcTestChrAiState@CS@@
0x2a5b078	0x3c85230	0x577aa0,0x5779e0	.?AVEcTestChrArcheType@CS@@
0x2a5b0f0	0x3c85260	0x577c60	.?AVEcTestChrBackReadReady@CS@@
0x2a5b168	0x3c85290	0x577ed0	.?AVEcTestChrDead@CS@@
0x2a5b1e0	0x3c852b8	0x578140	.?AVEcTestChrEventMsgId@CS@@
0x2a5b258	0x3c852e8	0x5783b0	.?AVEcTestChrHpRate@CS@@
0x2a5b2d0	0x3c85318	0x578540	.?AVEcTestChrHpVal@CS@@
0x2a5b348	0x3c85340	0x5786d0	.?AVEcTestChrRideState@CS@@
0x2a5b3c0	0x3c85370	0x578800	.?AVEcTestChrShildingState@CS@@
0x2a5b438	0x3c853a0	0x578930	.?AVEcTestChrSosInvadeType@CS@@
0x2a5b528	0x3c853d0	0x578ad0,0x578aa0,0x578b20	.?AVEcTestChrSpStayEndFlagState@CS@@
0x2a5b5a0	0x3c85408	0x578d80	.?AVEcTestChrTargetState@CS@@
0x2a5b618	0x3c85438	0x579000	.?AVEcTestChrType@CS@@
0x2a5b690	0x3c85460	0x579180	.?AVEcTestChrVowType@CS@@
0x2a5b738	0x3c85490	0x5792d0,0x579350,0x579300	.?AVEcTestClientTypeCount@CS@@
0x2a5b808	0x3c854c0	0x579580,0x5795b0,0x579600	.?AVEcTestCompareColiseumBattleType@CS@@
0x2a5b8d8	0x3c85500	0x5798c0	.?AVEcTestConditionGroupConditionState@CS@@
0x2a5b950	0x3c85540	0x579aa0	.?AVEcTestConstant@CS@@
0x2a5ba18	0x3c85568	0x579bd0,0x579c50,0x579c00	.?AVEcTestCurrentMapUid@CS@@
0x2a5ba98	0x3c85598	0x579f80	.?AVEcTestDeathMatchCompareResult@CS@@
0x2a5bb18	0x3c855d0	0x57a130	.?AVEcTestDeathMatchCompareScore@CS@@
0x2a5bb90	0x3c85608	0x57a2b0	.?AVEcTestDistance@CS@@
0x2a5bc10	0x3c85630	0x57a530	.?AVEcTestEnemyGeneratorCount@CS@@
0x2a5bc90	0x3c85668	0x57a750,0x57a6d0	.?AVEcTestEventConditionSelectMenu@CS@@
0x2a5bdb0	0x3c856a0	0x57ad10	.?AVEcTestEventEntityDamaged@CS@@
0x2a5bea8	0x3c856d8	0x57ae50,0x57aed0,0x57ae80	.?AVEcTestEventFlagState@CS@@
0x2a5bf98	0x3c85708	0x57b250,0x57b2d0,0x57b280	.?AVEcTestEventLayerId@CS@@
0x2a5c010	0x3c85738	0x57b530	.?AVEcTestEventMeddle@CS@@
0x2a5c088	0x3c85768	0x57b6e0	.?AVEcTestEventPartsAttributeDamage@CS@@
0x2a5c108	0x3c857a8	0x57b830	.?AVEcTestEventPartsHp@CS@@
0x2a5c1b0	0x3c857d8	0x57bb00,0x57ba90	.?AVEcTestEventRegionDrop@CS@@
0x2a5c230	0x3c85808	0x57bcb0	.?AVEcTestEventValue@CS@@
0x2a5c2b0	0x3c85838	0x57bed0	.?AVEcTestEventValueCompareEventValue@CS@@
0x2a5c330	0x3c85878	0x57c160	.?AVEcTestFieldBattleBgmSoundPlaying@CS@@
0x2a5c3a8	0x3c858b8	0x57c2c0	.?AVEcTestFriendsTargetedState@CS@@
0x2a5c420	0x3c858f0	0x57c4a0	.?AVEcTestGameClearCount@CS@@
0x2a5c4a0	0x3c85920	0x57c6b0	.?AVEcTestGenerableNetPenaltyForgiveItem@CS@@
0x2a5c540	0x3c85960	0x57c890,0x57c800	.?AVEcTestHasItem@CS@@
0x2a5c608	0x3c85988	0x57ca50,0x57cad0,0x57ca80	.?AVEcTestHasSpEffectId@CS@@
0x2a5c680	0x3c859b8	0x57cec0	.?AVEcTestHasSpEffectType@CS@@
0x2a5c748	0x3c859e8	0x57d140	.?AVEcTestHitChrOn@CS@@
0x2a5c7c0	0x3c85a10	0x57d3b0	.?AVEcTestHitChrOn_Group@CS@@
0x2a5c838	0x3c85a40	0x57d4d0	.?AVEcTestIngameCurrentTime@CS@@
0x2a5c8b0	0x3c85a78	0x57d790	.?AVEcTestIngameCurrentTimeRange@CS@@
0x2a5c930	0x3c85ab0	0x57d910	.?AVEcTestIngameCurrentTimeWaitEffectEnd@CS@@
0x2a5c9b0	0x3c85af0	0x57da70	.?AVEcTestIsCreatedMap@CS@@
0x2a5caa0	0x3c85b20	0x57dd50,0x57def0,0x57dea0	.?AVEcTestIsMyMapOwner@CS@@
0x2a5cb70	0x3c85b50	0x57e460,0x57e430,0x57e4b0	.?AVEcTestIsMyWorld@CS@@
0x2a5cbf0	0x3c85b80	0x57e760	.?AVEcTestIsOnlineMode@CS@@
0x2a5cc70	0x3c85bb0	0x57e870	.?AVEcTestIsPlayerRespawnedInColiseum@CS@@
0x2a5cce8	0x3c85bf0	0x57e9b0	.?AVEcTestIsTutorialPresented@CS@@
0x2a5cd68	0x3c85c28	0x57eac0	.?AVEcTestMultiEventFlagCount@CS@@
0x2a5ce38	0x3c85c60	0x57ece0,0x57ed60,0x57ed10	.?AVEcTestMultiEventFlagState@CS@@
0x2a5cf08	0x3c85c98	0x57f1d0,0x57f1a0,0x57f220	.?AVEcTestMultiplayState@CS@@
0x2a5cf88	0x3c85cc8	0x57f550	.?AVEcTestObjActExecuted@CS@@
0x2a5d000	0x3c85cf8	0x57f6d0	.?AVEcTestObjBackReadReady@CS@@
0x2a5d078	0x3c85d28	0x57f960	.?AVEcTestObjBurnRate@CS@@
0x2a5d0f8	0x3c85d58	0x57faf0	.?AVEcTestObjDamaged@CS@@
0x2a5d238	0x3c85dc0	0x57ffc0	.?AVEcTestObjHpState@CS@@
0x2a5d2b0	0x3c85df0	0x580150	.?AVEcTestObjMultiSfxPlay@CS@@
0x2a5d1c0	0x3c85d88	0x57fc60,0x57fce0,0x57fc90	.?AVEcTestObjectDestoryState@CS@@
0x2a5d358	0x3c85e20	0x5802f0	.?AVEcTestPassFrame@CS@@
0x2a5d450	0x3c85e50	0x5804f0	.?AVEcTestPassTime@CS@@
0x2a5d4c8	0x3c85e78	0x580840	.?AVEcTestPlayerEquipping@CS@@
0x2a5d540	0x3c85ea8	0x580970	.?AVEcTestPlayerSoulLevel@CS@@
0x2a5d5c0	0x3c85ed8	0x580ba0	.?AVEcTestReadyColiseum@CS@@
0x2a5d688	0x3c85f08	0x580cf0,0x580d70,0x580d20	.?AVEcTestRegionSide@CS@@
0x2a5d708	0x3c85f38	0x581150	.?AVEcTestRegionSide_AllPlayer@CS@@
0x2a5d780	0x3c85f70	0x581300	.?AVEcTestRemoClientPlaying@CS@@
0x2a5d7f8	0x3c85fa8	0x581450	.?AVEcTestRemoPlaying@CS@@
0x2a5d870	0x3c85fd8	0x581600	.?AVEcTestSexType@CS@@
0x2a5d8f0	0x3c86000	0x581770	.?AVEcTestVsLocalPcTargetState@CS@@
0x2a5d968	0x3c86038	0x581910	.?AVEcTestWeather@CS@@
0x2a5d9e0	0x3c86060	0x581a50	.?AVEcTestWeatherLotteryParamId@CS@@
0x30e0b60	0x3d49e00	0x2003210,0x20031b0,0x20031e0	.?AVEdgeCompressionSeekTableAccessorBase@Edge@DLCM@@
0x30e0c08	0x3d49e50	0x20022b0	.?AVEdgeCompressionSeekTableAccessor_1_0_0@Edge@DLCM@@
0x30e0cb0	0x3d49ea0	0x2002a30	.?AVEdgeCompressionSeekTableAccessor_1_1_0@Edge@DLCM@@
0x30d6688	0x3d49518	0x1fba5e0,0x1fba3f0	.?AVEdgeCompressionStream@Edge@DLCM@@
0x30d6970	0x3d49590	0x1fbcca0,0x1fbc610,0x1fbc550	.?AVEdgeDecompressionStream@Edge@DLCM@@
0x30c2de8	0x3d45350	-	.?AVEdgeSPI@Edge@DLCM@@
0x30d6840	0x3d49550	0x1fbbe90,0x1fbb6f0,0x1fbb620	.?AVEdgeSeekableDecompressionStream@Edge@DLCM@@
0x2adabb0	0x3cad1e0	0x88fd90	.?AVEditPage@BloodMessageEditDialog@CS@@
0x2ad4350	0x3cab590	0x86a100,0x86a510,0x919d50	.?AVEditProperty@CS@@
0x2ae64e8	0x3cb4e50	0x8bcb10,0x8bc7b0	.?AVElixirEquipDialog@CS@@
0x2acce38	0x3ca9d00	0x8411f0,0x841220,0x841270,0x841310,0x8414b0	.?AVElixirMaterialEquipSlot@CS@@
0x2ae64b0	0x3cb4d70	0x8bd2a0,0x8bcb10,0x8bcc30,0x8bc7b0	.?AVElixirMaterialEquipSlotList@CS@@
0x2b5ad08	0x3ced030	0xae4920,0xae4540	.?AVEndingStep@CS@@
0x2a436f0	0x3c80c48	0x4c9a30,0x4c9750	.?AVEneDat@CS@@
0x2a43cd8	0x3c80d60	0x4cd0f0,0x4ccec0	.?AVEneDatManImp@CS@@
0x2a2a1f0	0x3c7bd70	0x3d1640,0x3d15a0	.?AVEnemyCtrl@CS@@
0x2a44010	0x3c80e00	0x4ce0a0,0x4ce760	.?AVEnemyIns@CS@@
0x29d7300	0x3c65d38	0x20cd10,0x20c240	.?AVEntityThumbnailCaptureListFileCap@CS@@
0x305aff0	0x3d34188	0x1ca66c0	.?AVEntityUpdateTask@@
0x2a02380	0x3c6eec0	0x2dc600	.?AVEnumObserve@?1??_GetInterruptInfo@SpecialEffectObserver@CS@@AEBA?AUINTERRUPT_INFO_ST@23@W4EFFECT_SWITCH_STATE@23@H@Z@
0x2a02370	0x3c6ee40	0x2dc6a0	.?AVEnumObserve@?1??_GetInterruptNum@SpecialEffectObserver@CS@@AEBAHW4EFFECT_SWITCH_STATE@23@@Z@
0x2aed9a8	0x3cb7918	0x8dbb30,0x8da360	.?AVEquipDialog@CS@@
0x29e2880	0x3c688a0	0x2458f0,0x245410	.?AVEquipGameData@CS@@
0x29e2f28	0x3c68990	0x24bdd0,0x24be20,0x24bbf0	.?AVEquipInventoryData@CS@@
0x29e30d8	0x3c689c0	0x24f120,0x24f020	.?AVEquipItemData@CS@@
