# RTTI index for eldenring.exe (imagebase 0x140000000)
# vtable_rva	td_rva	ctor_rvas	mangled_name   (RVAs are er_base-relative)
0x2bd5300	0x3d05a20	0xa77770	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VDbgRemote@CS@@VDbgRemoteImp@2@@FD4@@$0A@@DLRF@@
0x2a4cd10	0x3c825c0	0x51cd60	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VDmgHitRecordMan@CS@@VDmgHitRecordManImp@2@@FD4@@$0A@@DLRF@@
0x2a4d988	0x3c82730	0x525e40	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VDmgMan@CS@@VDmgManImpl@2@@FD4@@$0A@@DLRF@@
0x2b74600	0x3cf32d0	0xb774c0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VDpoRepository@CS@@VDpoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a43d50	0x3c80d90	0x4cd210	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VEneDatMan@CS@@VEneDatManImp@2@@FD4@@$0A@@DLRF@@
0x2bd9a48	0x3d06680	0xe0b5e0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VEntityThumbnailMan@CS@@VEntityThumbnailManImp@2@@FD4@@$0A@@DLRF@@
0x2bd9ca8	0x3d06700	0xe0c780	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VEntityThumbnailProbe@CS@@VEntityThumbnailProbeImp@2@@FD4@@$0A@@DLRF@@
0x2ba1ee8	0x3cfd4d0	0xcd9330	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VEsdRepository@CS@@VEsdRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a718c0	0x3c89710	0x5faf80	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VEventNonActiveBlockManager@CS@@VEventNonActiveBlockManagerImp@2@@FD4@@$0A@@DLRF@@
0x2ba3900	0x3cfda10	0xce2e60	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VExpbRepository@CS@@VExpbRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x29cf198	0x3c642d0	0x1ec0d0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFaceGenMan@CS@@VFaceGenManImp@2@@FD4@@$0A@@DLRF@@
0x2ba3d80	0x3cfdbe0	0xce3c70	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFfxRepository@CS@@VFfxRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba4178	0x3cfdd60	0xce4960	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFfxreslistRepository@CS@@VFfxreslistRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b6fe38	0x3cf1fc0	0xb59a10	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFlverRepository@CS@@VFlverRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b74a28	0x3cf3450	0xb781d0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFlverShaderGroupRepository@CS@@VFlverShaderGroupRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b70238	0x3cf2130	0xb5b730	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VFontRepository@CS@@VFontRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a87cd8	0x3c8dbb0	0x6e93f0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGeomFlagSaveDataManager@CS@@VGeomFlagSaveDataManagerImp@2@@FD4@@$0A@@DLRF@@
0x2a87df8	0x3c8dc70	0x6ea5b0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGeomNonActiveBlockManager@CS@@VGeomNonActiveBlockManagerImp@2@@FD4@@$0A@@DLRF@@
0x2ba0300	0x3cfcba0	0xcd1cd0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGeombndRepository@CS@@VGeombndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba0778	0x3cfcd30	0xcd2c80	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGeomhkxbndRepository@CS@@VGeomhkxbndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba4810	0x3cfdf60	0xce7570	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGfxRepository@CS@@VGfxRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b74dd0	0x3cf35c0	0xb78bd0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGpoRepository@CS@@VGpoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bd6138	0x3d05e50	0xe001b0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VGrRemoteProbe@CS@@VGrRemoteProbeImp@2@@FD4@@$0A@@DLRF@@
0x2b95688	0x3cfab80	0xc870b0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VHkxRepository@CS@@VHkxRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b94b08	0x3cfa850	0xc83f70	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VHkxpwvRepository@CS@@VHkxpwvRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b751d8	0x3cf3730	0xb798e0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VHpoRepository@CS@@VHpoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b712b8	0x3cf2420	0xb5fd50	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VIvInfoRepository@CS@@VIvInfoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a8d378	0x3c8ed00	0x715920	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VLockTgtMan@CS@@VLockTgtManImp@2@@FD4@@$0A@@DLRF@@
0x2a02dd8	0x3c6f1c0	0x2e0e70	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VLuaDatMan@CS@@VLuaDatManImp@2@@FD4@@$0A@@DLRF@@
0x2ba5090	0x3cfe2c0	0xce8b80	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VLuaRepository@CS@@VLuaRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a5a3f8	0x3c84dc0	0x55a660	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMapItemMan@CS@@VMapItemManImpl@2@@FD4@@$0A@@DLRF@@
0x2ba5c08	0x3cfe690	0xceb490	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMfrRepository@CS@@VMfrRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bc5220	0x3d023f0	0xdc2100	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMoWwiseMan@CS@@VMoWwiseManImp@2@@FD4@@$0A@@DLRF@@
0x2ba5fe0	0x3cfe810	0xcec1b0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMpwRepository@CS@@VMpwRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba72e8	0x3cfec00	0xcf4a00	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMsbRepository@CS@@VMsbRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba6e68	0x3cfeab0	0x5be2b57	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMsbdebugRepository@CS@@VMsbdebugRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bae828	0x3cff640	0xd17030	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMsgTagMan@CS@@VMsgTagManImp@2@@FD4@@$0A@@DLRF@@
0x2ba78c0	0x3cfed40	0xcf8970	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMspMan@CS@@VMspManImp@2@@FD4@@$0A@@DLRF@@
0x2b73758	0x3cf2d70	0xb73fc0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMtdRepository@CS@@VMtdRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bd6620	0x3d05ed0	0xe00460	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VMultiLauncherProbe@CS@@VMultiLauncherProbeImp@2@@FD4@@$0A@@DLRF@@
0x2b9bfe0	0x3cfbd00	0x5ac3676	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VNetLocalDebugBufferQueue@CS@@VNetLocalDebugBufferQueueImp@2@@FD4@@$0A@@DLRF@@
0x2b95bb0	0x3cfaca0	0xc8a650	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VNvaRepository@CS@@VNvaRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b96230	0x3cfae40	0xc8e100	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VNvcRepository@CS@@VNvcRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2baeab8	0x3cff730	0xd1aca0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VOnavRepository@CS@@VOnavRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2baf7a8	0x3cff960	0xd204a0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VParamRepository@CS@@VParamRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bb6178	0x3cffd20	0xd59690	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VPartsRelationinfobndRepository@CS@@VPartsRelationinfobndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2ba5840	0x3cfe560	0xcea760	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VPartsbndRepository@CS@@VPartsbndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bd68e8	0x3d05f50	0xe00710	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VPlayerWarpToolProbe@CS@@VPlayerWarpToolProbeImp@2@@FD4@@$0A@@DLRF@@
0x2b755e0	0x3cf38a0	0xb7a5f0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VPpoRepository@CS@@VPpoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b9f230	0x3cfc8d0	0xcc6810	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VRendMan@CS@@VRendManImp@2@@FD4@@$0A@@DLRF@@
0x2bd6dd0	0x3d05fd0	0xe00c30	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VReqReloadRemoteProbe@CS@@VReqReloadRemoteProbeImp@2@@FD4@@$0A@@DLRF@@
0x2a5a9d0	0x3c85060	0x5660c0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VRumbleMan@CS@@VRumbleManImp@2@@FD4@@$0A@@DLRF@@
0x2bb6ed0	0x3d00110	0xd5ded0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VRumblebndRepository@CS@@VRumblebndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bb86b8	0x3d00510	0xd63b20	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VScaleformTexRepository@CS@@VScaleformTexRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b73a88	0x3cf2e90	-	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VShaderbdleDebugRepository@CS@@VShaderbdleDebugRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b73de0	0x3cf2fb0	0xb755e0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VShaderbdleRepository@CS@@VShaderbdleRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bb5438	0x3cffc00	0xd4c630	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VSoloParamRepository@CS@@VSoloParamRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bd6fc8	0x3d06050	0xe014a0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VSoundEventCheckMan@CS@@VSoundEventCheckManImp@2@@FD4@@$0A@@DLRF@@
0x2bd7170	0x3d060d0	0xe024b0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VSoundEventCheckProbe@CS@@VSoundEventCheckProbeImp@2@@FD4@@$0A@@DLRF@@
0x2bb10b8	0x3cffae0	0xd33000	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VSystemParamRepository@CS@@VSystemParamRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b770e8	0x3cf3d90	0xb80440	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VTexRepository@CS@@VTexRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2b775b8	0x3cf3ee0	0xb833d0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VTpfRepository@CS@@VTpfRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bf88b8	0x3d09f00	0xe73930	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VUserConfig@CS@@VUserConfigImpl@2@@FD4@@$0A@@DLRF@@
0x2bf8ab0	0x3d09fa0	0xe74160	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VUserMan@CS@@VUserManImp@2@@FD4@@$0A@@DLRF@@
0x2b75ca8	0x3cf3a60	0xb7bd50	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VVpoRepository@CS@@VVpoRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2bb8af0	0x3d00630	0xd68b90	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWavbndRepository@CS@@VWavbndRepositoryImp@2@@FD4@@$0A@@DLRF@@
0x2a7b1d8	0x3c8b790	0x642410	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldAreaTime@CS@@VWorldAreaTimeImp@2@@FD4@@$0A@@DLRF@@
0x2a7bed8	0x3c8b810	0x6465d0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldAreaWeather@CS@@VWorldAreaWeatherImp@2@@FD4@@$0A@@DLRF@@
0x2a4b930	0x3c821d0	0x506cf0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldChrMan@CS@@VWorldChrManImp@2@@FD4@@$0A@@DLRF@@
0x2a4bbe8	0x3c822d0	-	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldChrManDbg@CS@@VWorldChrManDbgImp@2@@FD4@@$0A@@DLRF@@
0x2a8cb10	0x3c8ebc0	0x710380	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldHitMan@CS@@VWorldHitManImp@2@@FD4@@$0A@@DLRF@@
0x2a8f938	0x3c8f1f0	0x7310d0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldMapMan@CS@@VWorldMapManImp@2@@FD4@@$0A@@DLRF@@
0x2b559e8	0x3ceb980	0xabea30	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldSfxMan@CS@@VWorldSfxManImp@2@@FD4@@$0A@@DLRF@@
0x2b597a8	0x3ceca50	0xae06c0	.?AV?$DLRuntimeClassImpl@V?$FD4Singleton@VWorldSoundMan@CS@@VWorldSoundManImp@2@@FD4@@$0A@@DLRF@@
0x2b8e840	0x3cf9310	0xc45f50	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSBehCommonScript@CS@@@FD4@@$0A@@DLRF@@
0x2b368c8	0x3ce40e0	0xa0f160	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSBreakInRebreakInPosStep@CS@@@FD4@@$0A@@DLRF@@
0x2b8bfa0	0x3cf8b20	0xc294f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSCollectNearNaviMeshParts@CS@@@FD4@@$0A@@DLRF@@
0x2a4e2e0	0x3c82910	0x5be35d9	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSDebugChrCreator@CS@@@FD4@@$0A@@DLRF@@
0x2a46598	0x3c81290	0x4d65c0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSDisplayGhost@CS@@@FD4@@$0A@@DLRF@@
0x2a58b40	0x3c848e0	0x550b60	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSDistViewManagerImp@CS@@@FD4@@$0A@@DLRF@@
0x2a72360	0x3c899e0	0x5fce60	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSEventCutsceneWarpCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2a733c0	0x3c89db0	0x5ffc00	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSEventFadeWarpCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2a74208	0x3c8a120	0x602dd0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSEventNetworkErrorReturnTitleStep@CS@@@FD4@@$0A@@DLRF@@
0x2a762b0	0x3c8a660	0x60dd00	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSEventWorldAreaTimeCtrl@CS@@@FD4@@$0A@@DLRF@@
0x29fe828	0x3c6e5d0	0x2b7000	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSEzTextlistSelector@CS@@@FD4@@$0A@@DLRF@@
0x2b7f450	0x3cf6610	0xbb8d60	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSMenuAsmModelRend@CS@@@FD4@@$0A@@DLRF@@
0x29efe30	0x3c6b130	0x27e7b0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSModelViewerList@CS@@@FD4@@$0A@@DLRF@@
0x29f17d8	0x3c6b670	0x287470	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSModelViewerPlayerModelCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2bdf9e0	0x3d079d0	0xe206a0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSMovieIns@CS@@@FD4@@$0A@@DLRF@@
0x2b9cc50	0x3cfbf60	0xcbed20	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSMultiplayPrivilegeCheckStep@CS@@@FD4@@$0A@@DLRF@@
0x2b43970	0x3ce7970	0xa567f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSNetDomainCollector@CS@@@FD4@@$0A@@DLRF@@
0x2b9d780	0x3cfc250	0xcc0900	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSNetFpsCheckStep@CS@@@FD4@@$0A@@DLRF@@
0x2b98de8	0x3cfb3b0	0xca77f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSNetworkFlowStep@CS@@@FD4@@$0A@@DLRF@@
0x2b9e7b0	0x3cfc640	0xcc34f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSPSPlusCheckStep@CS@@@FD4@@$0A@@DLRF@@
0x2be3f30	0x3d087e0	0xe37030	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSPlaygoWaitStabilizeSecondChunkBackread@CS@@@FD4@@$0A@@DLRF@@
0x2be4ab8	0x3d08ab0	0xe38840	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSPrefetchForSlowStorageStep@CS@@@FD4@@$0A@@DLRF@@
0x2b415f0	0x3ce72c0	0xa3f010	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSQuickMatchingCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2b52008	0x3ceaed0	0xaa5cb0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSRemoIns@CS@@@FD4@@$0A@@DLRF@@
0x2b52f88	0x3ceb1b0	0xaa96e0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSRemoMan@CS@@@FD4@@$0A@@DLRF@@
0x2b54610	0x3ceb4c0	0xab0180	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSRemoRes@CS@@@FD4@@$0A@@DLRF@@
0x2bfd5e0	0x3d0b300	0xe88ec0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSScreenModeCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2b9b360	0x3cfba20	0xcb6e90	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSStayInMultiplayAreaWarpStep@CS@@@FD4@@$0A@@DLRF@@
0x2bff3c8	0x3d0b720	0xe9b1f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCSTalkDynamicChrCtrl@CS@@@FD4@@$0A@@DLRF@@
0x2a3d1c8	0x3c7ff00	0x48c9c0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VChrRes@CS@@@FD4@@$0A@@DLRF@@
0x2b7e138	0x3cf6240	0xbb1770	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VCsEnvMapCaptureIns@CS@@@FD4@@$0A@@DLRF@@
0x2a452a8	0x3c80ff0	0x4d1da0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VGenerator@CS@@@FD4@@$0A@@DLRF@@
0x2a8b420	0x3c8e8d0	0x7013f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepBase@VWanderGhostDrawSwitcher@CS@@@FD4@@$0A@@DLRF@@
0x2b8f3b8	0x3cf9550	0xc483f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSBehStringStep@CS@@@FD4@@$0A@@DLRF@@
0x2a28890	0x3c7b8d0	0x3bbdd0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSCameraStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd1a10	0x3d04b00	0x50399ef	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDbgDispStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd3fa0	0x3d05210	-	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDbgIdNameStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd4cb8	0x3d05740	0x5cd3c19	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDbgMenuStep@CS@@@FD4@@$0A@@DLRF@@
0x29e67e0	0x3c68d60	0x5ab35d2	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDebugBootMenuStep@CS@@@FD4@@$0A@@DLRF@@
0x2bfa7f0	0x3d0aa90	0xe78b90	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDelayDeleteStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd3228	0x3d04ea0	0xdf64f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDevInfoNotifyStep@CS@@@FD4@@$0A@@DLRF@@
0x2b64e70	0x3cefc60	0xb13630	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDrawStep@CS@@@FD4@@$0A@@DLRF@@
0x2c01450	0x3d0c140	0xeb0760	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSDummyStep@CS@@@FD4@@$0A@@DLRF@@
0x2a5f048	0x3c862d0	0x58ab30	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSEmkSystemUpdateTask@CS@@@FD4@@$0A@@DLRF@@
0x2a6e508	0x3c88b30	0x5d6ae0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSEventFlagResStep@CS@@@FD4@@$0A@@DLRF@@
0x2b6b858	0x3cf1050	0xb40da0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSFD4LocationStep@CS@@@FD4@@$0A@@DLRF@@
0x2bc78a0	0x3d02a00	0xdcbf30	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSFD4MoWwisebankResCapTask@CS@@@FD4@@$0A@@DLRF@@
0x29d2970	0x3c64be0	0x1f7820	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSFileStep@CS@@@FD4@@$0A@@DLRF@@
0x2b66c38	0x3cf01d0	0xb1c790	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSGraphicsStep@CS@@@FD4@@$0A@@DLRF@@
0x29e8c68	0x3c69980	0x26ba20	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forChrId@CS@@@FD4@@$0A@@DLRF@@
0x29e9d30	0x3c69ca0	0x26f290	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forGeom@CS@@@FD4@@$0A@@DLRF@@
0x29eab20	0x3c69fd0	0x2716f0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forLoadlist@CS@@@FD4@@$0A@@DLRF@@
0x29eb9b8	0x3c6a300	0x273850	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forMap@CS@@@FD4@@$0A@@DLRF@@
0x29ec7e8	0x3c6a650	0x275ea0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forMapenv@CS@@@FD4@@$0A@@DLRF@@
0x29ed890	0x3c6a980	0x277cb0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forParts@CS@@@FD4@@$0A@@DLRF@@
0x29ee6c8	0x3c6acb0	0x279ff0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerInsStep_forSkybox@CS@@@FD4@@$0A@@DLRF@@
0x29f0a90	0x3c6b360	0x284800	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerListStep@CS@@@FD4@@$0A@@DLRF@@
0x29f2b88	0x3c6b980	0x28bd20	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSModelViewerStep@CS@@@FD4@@$0A@@DLRF@@
0x29f9578	0x3c6d250	0x2a11c0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSMoveMapListStep@CS@@@FD4@@$0A@@DLRF@@
0x2a6b5f0	0x3c88100	0x5bcd60	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSObjActUpdateTask@CS@@@FD4@@$0A@@DLRF@@
0x2be1360	0x3d08140	0xe32f30	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSPadStep@CS@@@FD4@@$0A@@DLRF@@
0x2be5c18	0x3d08fe0	0xe3bf40	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSPlaylogSystemStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd96e8	0x3d06560	0xe0a0a0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSRegulationStep@CS@@@FD4@@$0A@@DLRF@@
0x2b507e8	0x3ceab00	0xa9d870	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSRemoStep@CS@@@FD4@@$0A@@DLRF@@
0x2bf4f70	0x3d09600	0xe65800	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSReportSystemStep@CS@@@FD4@@$0A@@DLRF@@
0x2ba1798	0x3cfd1d0	0xcd57a0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSResStep@CS@@@FD4@@$0A@@DLRF@@
0x2bba858	0x3d00d30	0xd6d6d0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSScaleformStep@CS@@@FD4@@$0A@@DLRF@@
0x29fbc28	0x3c6dd50	0x2aa5d0	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSSfxViewerStep@CS@@@FD4@@$0A@@DLRF@@
0x2bc44d8	0x3d021d0	0xdbcb10	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSSoundStep@CS@@@FD4@@$0A@@DLRF@@
0x2b5a168	0x3cece50	0xae3340	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSSystemParamStep@CS@@@FD4@@$0A@@DLRF@@
0x2bd0ea8	0x3d04290	0xdedd30	.?AV?$DLRuntimeClassImpl@V?$FD4StepTaskBase@VCSSystemStep@CS@@@FD4@@$0A@@DLRF@@
